,Hourly energy generation in TWh ->,,,,,,,,,,,,,,,,Consumption ->,,,Storage input ->,,,,State of charge ->,,,,Cost ->,,
hour,offshore_f,offshore_g,onshore,pv_g,pv_c,river,lake,biogas1,biogas2,ocgt,ccgt,nuc,h2_ccgt,phs,battery1,battery4,electrolysis,hydrogen,electricity_demand,ElecStr1,ElecStr4,Pump,hydrogen,ElecStr1,ElecStr4,Pump,hydrogen,elec_balance_dual_values,marginal_cost_of_ocgt,marginal_cost_of_ccgt
,floating offshore wind,ground-based offshore wind,onshore wind,pv grounded,pv commercial,run-of-river hydro,lake and reservoirs,biogas for ocgt,biogas for ccgt,open cycle gas-turbine,combined cycle gas turbine,nuclear,combined cycle gas turbine using hydrogen,pumped hydroelectric energy storage,1 hour battery,4 hours battery,electrolysis,hydrogen removed from storage,electricity_demand,battery1,battery4,phs,hydrogen,battery1,battery4,phs,hydrogen,,,
,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-se,GWh-th,GWh-th,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-e,GWh-th,GW,GW-e,GW-e,GW-e,GW-th,GWh-e,GWh-e,GWh-e,GWh-th,Euros/MWe,Euros/MWe,Euros/MWe
5610,1.5,2.7,12.98,0.47,0.0,1.79,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,9.23,0.0,24.57,65.09,0.0,0.0,0.0,0.0,120.38,0.0,47.2,10011.75,141.04,141.04,141.04
5611,1.58,2.96,13.94,0.0,0.0,1.97,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,11.21,0.0,24.57,68.07,0.0,0.0,0.0,0.0,112.38,0.0,37.48,9987.18,141.04,141.04,141.04
5612,1.58,3.11,13.53,0.0,0.0,2.06,12.86,0.0,6.78,0.0,3.86,4.96,11.4,7.2,0.0,7.21,0.0,24.57,67.78,0.0,0.0,0.0,0.0,104.38,0.0,25.69,9962.61,141.04,141.04,141.04
5613,1.57,3.29,12.94,0.0,0.0,2.02,12.86,0.0,14.29,0.0,8.15,4.96,11.4,7.2,0.0,2.45,0.0,24.57,66.83,0.0,0.0,0.0,0.0,96.38,0.0,18.1,9938.05,141.04,141.04,141.04
5614,1.54,3.37,12.11,0.0,0.0,1.95,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,7.23,0.0,24.57,62.6,0.0,0.0,0.0,0.0,88.38,0.0,15.52,9913.48,141.04,141.04,141.04
5615,1.45,3.23,10.88,0.0,0.0,1.99,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,5.4,0.0,24.57,59.37,0.0,0.0,0.0,0.0,80.38,0.0,7.91,9888.92,141.04,141.04,141.04
5616,1.35,2.97,9.59,0.0,0.0,1.77,12.86,0.0,0.0,0.0,0.0,4.96,11.4,7.2,0.0,2.11,0.0,24.57,54.2,0.0,0.0,0.0,0.0,72.38,0.0,2.23,9864.35,141.04,141.04,141.04
5617,1.3,2.76,8.62,0.0,0.0,1.64,12.86,0.0,0.0,0.0,0.0,4.96,10.82,7.2,0.0,0.0,0.0,23.54,50.15,0.0,0.0,0.0,0.0,64.38,0.0,0.0,9839.79,40.55,40.55,40.55
5618,1.3,2.67,8.16,0.0,0.0,1.61,12.86,0.0,0.0,0.0,0.0,4.96,5.6,7.2,0.0,0.0,0.0,14.39,44.35,0.0,0.0,0.0,0.0,56.38,0.0,0.0,9816.25,40.55,40.55,40.55
5619,1.31,2.78,8.14,0.0,0.0,1.58,12.86,0.0,0.0,0.0,0.0,4.96,3.38,7.2,0.0,0.0,0.0,10.49,42.19,0.0,0.0,0.0,0.0,48.38,0.0,0.0,9801.85,40.55,40.55,40.55
5620,1.32,3.06,8.72,0.0,0.0,1.53,12.86,0.0,0.0,0.0,0.0,4.96,1.51,7.2,0.0,0.0,0.0,7.21,41.15,0.0,0.0,0.0,0.0,40.38,0.0,0.0,9791.37,40.55,40.55,40.55
5621,1.31,3.34,9.31,1.36,0.0,1.47,12.86,0.0,0.0,0.0,0.0,4.96,0.0,6.22,0.0,0.0,0.0,4.57,40.82,0.0,0.0,0.0,0.0,32.38,0.0,0.0,9784.15,19.18,19.18,19.18
5622,1.27,3.27,7.37,13.31,0.0,1.52,10.71,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.0,4.57,42.41,0.0,0.0,0.0,0.0,25.47,-0.0,0.0,9779.59,19.18,19.18,19.18
5623,1.36,3.28,6.63,30.74,0.0,1.55,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,45.91,0.0,0.0,2.6,0.0,25.47,-0.0,0.0,9775.02,15.53,15.53,15.53
5624,1.49,3.51,7.27,45.57,0.0,1.6,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,50.62,1.4,0.0,12.39,0.0,25.47,0.0,2.34,9770.46,15.53,15.53,15.53
5625,1.63,3.92,8.3,56.23,0.0,1.61,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.41,0.0,54.89,6.55,0.0,0.0,6.84,26.73,0.0,13.49,9765.89,15.53,15.53,15.53
5626,1.86,4.49,9.6,62.18,0.0,1.61,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.18,0.0,57.75,5.01,0.0,12.39,2.61,32.62,0.0,13.49,9772.73,15.53,15.53,15.53
5627,2.15,5.12,11.18,63.47,0.0,1.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,12.33,0.0,59.75,0.0,0.0,12.39,7.76,37.13,0.0,24.64,9775.34,15.53,15.53,15.53
5628,2.28,5.67,12.71,60.02,0.0,1.74,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.73,0.0,62.03,0.0,0.0,12.39,5.17,37.13,0.0,35.79,9783.11,15.53,15.53,15.53
5629,2.33,5.78,13.53,53.38,0.0,1.83,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.97,0.0,65.6,0.0,0.0,2.9,5.41,37.13,0.0,46.94,9788.27,15.53,15.53,15.53
5630,2.55,5.91,13.69,43.06,0.0,1.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,1.97,2.59,69.2,0.0,0.0,0.0,0.0,37.13,0.0,49.55,9793.68,15.53,15.53,15.53
5631,2.88,6.25,13.83,32.15,0.0,1.52,4.55,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,3.6,0.0,4.57,69.74,0.0,0.0,0.0,0.0,37.13,0.0,49.55,9791.08,19.18,19.18,19.18
5632,3.19,6.41,14.18,19.25,0.0,1.56,12.86,0.0,0.0,0.0,0.0,4.96,0.0,5.35,0.0,0.0,0.0,4.57,67.77,0.0,0.0,0.0,0.0,37.13,0.0,45.76,9786.52,19.18,19.18,19.18
5633,3.43,6.63,14.77,6.48,0.0,1.59,12.86,0.0,0.0,0.0,0.0,4.96,0.0,7.04,0.0,7.42,0.0,4.57,65.18,0.0,0.0,0.0,0.0,31.18,0.0,45.76,9781.95,19.18,19.18,19.18
5634,3.4,7.45,15.61,0.4,0.0,1.72,12.86,0.0,0.0,0.0,0.0,4.96,0.0,6.63,0.0,12.39,0.0,4.57,65.4,0.0,0.0,0.0,0.0,23.36,0.0,37.95,9777.39,19.18,19.18,19.18
5635,3.25,8.93,17.86,0.0,0.0,1.87,12.86,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,11.46,0.0,4.57,68.37,0.0,0.0,0.0,0.0,16.0,0.0,24.91,9772.82,19.18,19.18,19.18
5636,3.18,10.32,21.76,0.0,0.0,1.97,12.86,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,5.97,0.0,4.57,68.21,0.0,0.0,0.0,0.0,8.0,0.0,12.85,9768.25,19.18,19.18,19.18
5637,3.06,11.45,26.55,0.0,0.0,2.08,12.86,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,6.23,0.0,4.57,67.19,0.0,0.0,0.0,0.0,0.0,0.0,6.56,9763.69,19.18,19.18,19.18
5638,2.97,12.16,31.56,0.0,0.0,1.99,9.32,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.0,4.57,62.96,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,9759.12,19.18,19.18,19.18
5639,2.93,12.4,35.33,0.0,0.0,2.23,1.54,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.0,4.57,59.39,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,9754.55,19.18,19.18,19.18
5640,2.87,12.38,37.45,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.54,1.02,54.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9749.99,15.53,15.53,15.53
5641,2.89,12.14,38.32,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.9,0.0,50.92,0.0,0.0,0.0,2.33,0.0,0.0,0.0,9748.97,15.53,15.53,15.53
5642,2.9,11.82,38.38,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.93,0.0,45.14,0.0,0.0,0.0,6.36,0.0,0.0,0.0,9751.3,15.53,15.53,15.53
5643,2.9,12.22,40.03,0.0,0.0,1.73,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.03,0.0,43.13,0.0,0.0,0.0,9.47,0.0,0.0,0.0,9757.66,15.53,15.53,15.53
5644,2.95,12.85,41.73,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,16.64,0.0,41.99,0.0,0.0,0.0,12.07,0.0,0.0,0.0,9767.13,15.53,15.53,15.53
5645,3.04,13.21,41.37,1.12,0.0,1.7,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,13.0,0.0,41.51,6.55,0.0,0.0,8.43,0.0,0.0,0.0,9779.2,15.53,15.53,15.53
5646,2.99,13.02,41.25,7.92,0.0,1.73,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.53,0.0,43.16,0.0,0.0,0.0,16.96,5.89,0.0,0.0,9787.63,15.53,15.53,15.53
5647,3.21,13.35,51.3,19.78,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,46.41,6.55,0.0,0.0,22.34,5.89,0.0,0.0,9804.6,-0.0,-0.0,-0.0
5648,3.42,13.57,57.92,33.07,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,51.13,6.55,0.0,0.0,22.34,11.79,0.0,0.0,9826.94,-0.0,-0.0,-0.0
5649,3.29,13.53,61.11,43.62,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,55.31,6.55,0.0,0.0,22.34,17.68,0.0,0.0,9849.27,-0.0,-0.0,-0.0
5650,3.05,13.35,62.78,51.3,0.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,58.05,6.55,0.0,0.0,22.34,23.57,0.0,0.0,9871.61,-0.0,-0.0,-0.0
5651,2.92,13.33,64.66,54.91,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,60.29,6.55,0.0,12.39,22.34,29.47,0.0,0.0,9893.95,-0.0,-0.0,-0.0
5652,2.91,13.47,66.5,55.77,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,61.87,6.55,0.0,12.39,22.34,35.36,0.0,11.15,9916.29,-0.0,-0.0,-0.0
5653,2.89,13.56,67.29,53.65,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,64.94,6.55,0.0,12.39,22.34,41.25,0.0,22.3,9938.62,-0.0,-0.0,-0.0
5654,2.78,13.41,66.38,47.58,0.0,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,68.27,6.55,0.0,12.39,22.34,47.15,0.0,33.45,9960.96,-0.0,-0.0,-0.0
5655,2.71,13.03,63.98,36.32,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,26.9,0.0,68.78,6.55,0.0,12.39,22.34,53.04,0.0,44.6,9983.3,-0.0,-0.0,-0.0
5656,2.65,12.5,59.15,22.23,0.0,2.24,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.03,0.0,66.45,2.57,0.0,0.0,21.47,58.93,0.0,49.55,10005.64,15.53,15.53,15.53
5657,2.55,11.85,54.12,7.84,0.0,2.26,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.56,0.0,64.17,0.0,0.0,0.0,9.99,61.25,0.0,49.55,10027.1,15.53,15.53,15.53
5658,2.4,11.19,52.21,0.4,0.0,2.53,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.92,0.0,64.46,0.0,0.0,0.0,2.36,61.25,-0.0,49.55,10037.09,15.53,15.53,15.53
5659,2.29,10.49,51.65,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,3.69,0.87,67.05,0.0,0.0,0.0,0.0,61.25,-0.0,49.55,10039.45,15.53,15.53,15.53
5660,2.3,9.66,48.33,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,0.52,4.05,67.09,0.0,0.0,0.0,0.0,61.25,0.0,49.55,10038.58,15.53,15.53,15.53
5661,2.34,8.86,45.47,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,2.01,0.0,4.57,66.13,0.0,0.0,0.0,0.0,61.25,0.0,49.55,10034.53,18.17,18.17,18.17
5662,2.36,8.1,43.3,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.73,0.0,4.57,62.03,0.0,0.0,0.0,0.0,61.25,0.0,47.43,10029.96,18.17,18.17,18.17
5663,2.5,7.42,40.86,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.28,4.29,58.05,0.0,0.0,0.0,0.0,61.25,-0.0,46.67,10025.39,15.53,15.53,15.53
5664,2.57,6.93,37.84,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,1.48,3.09,52.9,0.0,0.0,0.0,0.0,61.25,-0.0,46.67,10021.11,15.53,15.53,15.53
5665,2.64,6.57,35.14,0.0,0.0,2.28,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.74,1.83,47.94,0.0,0.0,0.0,0.0,61.25,-0.0,46.67,10018.02,15.53,15.53,15.53
5666,2.55,6.19,32.73,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,4.73,0.0,42.24,0.0,0.0,0.0,0.17,61.25,-0.0,46.67,10016.19,15.53,15.53,15.53
5667,2.29,5.59,30.56,0.0,0.0,2.06,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,4.13,0.44,39.97,0.0,0.0,0.0,0.0,61.25,0.0,46.67,10016.36,15.53,15.53,15.53
5668,2.05,4.74,28.36,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,2.41,2.15,38.93,0.0,0.0,0.0,0.0,61.25,0.0,46.67,10015.92,15.53,15.53,15.53
5669,1.98,3.95,24.44,1.09,0.0,1.99,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.16,0.0,4.57,38.58,0.0,0.0,0.0,0.0,61.25,0.0,46.67,10013.77,18.17,18.17,18.17
5670,1.93,3.08,17.35,9.49,0.0,2.04,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.27,4.3,38.48,0.0,0.0,0.0,0.0,61.25,-0.0,46.5,10009.2,15.53,15.53,15.53
5671,2.14,3.09,16.05,20.39,0.0,2.38,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.83,0.0,39.91,0.0,0.0,0.0,2.26,61.25,-0.0,46.5,10004.9,15.53,15.53,15.53
5672,2.39,3.56,16.09,31.15,0.0,2.62,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,12.7,0.0,43.84,0.0,0.0,0.0,8.13,61.25,-0.0,46.5,10007.16,15.53,15.53,15.53
5673,2.4,3.81,16.33,41.85,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,18.03,0.0,47.99,0.0,-0.0,0.0,13.46,61.25,0.0,46.5,10015.3,15.53,15.53,15.53
5674,2.27,3.87,16.43,50.01,0.0,2.59,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.57,0.0,51.37,0.0,0.0,0.0,17.01,61.25,0.0,46.5,10028.76,15.53,15.53,15.53
5675,2.32,3.82,15.94,53.25,0.0,2.7,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,21.22,0.0,54.69,0.0,0.0,0.0,16.66,61.25,0.0,46.5,10045.77,15.53,15.53,15.53
5676,2.61,3.85,15.51,54.15,0.0,2.85,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.66,0.0,59.66,0.0,0.0,3.39,11.09,61.25,0.0,46.5,10062.42,15.53,15.53,15.53
5677,3.08,3.96,16.0,52.13,0.0,2.74,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.29,0.0,62.49,0.0,0.0,0.0,10.72,61.25,0.0,49.55,10073.51,15.53,15.53,15.53
5678,3.72,4.37,16.87,45.36,0.0,2.51,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,8.96,0.0,65.84,0.0,0.0,0.0,4.39,61.25,0.0,49.55,10084.24,15.53,15.53,15.53
5679,4.24,5.01,18.61,34.36,0.0,2.37,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,2.74,1.82,65.9,0.0,0.0,0.0,0.0,61.25,-0.0,49.55,10088.63,15.53,15.53,15.53
5680,4.43,5.54,20.32,20.44,0.0,2.36,0.0,0.0,0.0,0.0,0.0,4.96,0.0,6.34,0.0,0.0,0.0,4.57,64.37,0.0,0.0,0.0,0.0,61.25,0.0,49.55,10086.81,19.18,19.18,19.18
5681,4.34,5.81,21.05,7.07,0.0,2.35,8.74,0.0,0.0,0.0,0.0,4.96,0.0,5.59,-0.0,1.71,0.0,4.57,61.61,0.0,0.0,0.0,0.0,54.21,0.0,49.55,10082.24,19.18,19.18,19.18
5682,4.22,6.34,21.96,0.38,0.0,2.29,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.34,0.0,4.57,59.69,0.0,0.0,0.0,0.0,48.0,0.0,47.75,10077.67,19.18,19.18,19.18
5683,4.18,7.05,22.44,0.0,0.0,2.45,0.39,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,0.0,4.57,61.05,0.0,0.0,0.0,0.0,40.0,0.0,34.76,10073.11,19.18,19.18,19.18
5684,4.17,7.6,22.83,0.0,0.0,2.65,12.86,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.56,0.0,4.57,62.83,0.0,0.0,0.0,0.0,32.0,-0.0,21.72,10068.54,19.18,19.18,19.18
5685,4.02,7.97,23.6,0.0,0.0,2.72,0.01,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,12.39,0.0,4.57,62.87,0.0,0.0,0.0,0.0,24.0,-0.0,21.13,10063.98,19.18,19.18,19.18
5686,3.99,7.93,25.16,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,7.69,0.0,4.57,59.57,0.0,0.0,0.0,0.0,16.0,-0.0,8.09,10059.41,19.18,19.18,19.18
5687,4.15,8.31,27.95,0.0,0.0,2.68,1.54,0.0,0.0,0.0,0.0,4.96,0.0,7.2,0.0,0.0,0.0,4.57,56.78,0.0,0.0,0.0,0.0,8.0,-0.0,0.0,10054.84,19.18,19.18,19.18
5688,4.21,9.07,31.04,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.34,4.23,51.28,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,10050.28,15.53,15.53,15.53
5689,4.22,9.63,33.3,0.0,0.0,2.08,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.96,0.0,46.25,0.0,0.0,0.0,1.39,0.0,-0.0,0.0,10046.05,15.53,15.53,15.53
5690,4.28,10.39,34.92,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,11.67,0.0,40.83,0.0,0.0,0.0,7.11,0.0,-0.0,0.0,10047.44,15.53,15.53,15.53
5691,4.25,10.8,36.07,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,14.4,0.0,38.62,0.0,0.0,0.0,9.83,0.0,-0.0,0.0,10054.55,15.53,15.53,15.53
5692,4.17,10.87,35.93,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.22,0.0,37.41,0.0,0.0,0.0,10.65,0.0,-0.0,0.0,10064.38,15.53,15.53,15.53
5693,4.04,11.01,34.5,1.1,0.0,1.71,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,15.37,0.0,36.83,0.0,0.0,0.0,10.8,0.0,-0.0,0.0,10075.03,15.53,15.53,15.53
5694,3.81,10.78,29.21,10.8,0.0,1.69,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,19.33,0.0,35.48,0.0,0.0,0.0,14.77,0.0,0.0,0.0,10085.84,15.53,15.53,15.53
5695,4.02,11.26,32.93,25.51,0.0,1.85,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,26.9,0.0,36.37,6.55,0.0,0.0,22.34,0.0,0.0,0.0,10100.6,10.0,10.0,10.0
5696,4.17,11.64,37.77,39.83,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,40.02,6.55,0.0,0.0,22.34,5.89,0.0,0.0,10122.94,-0.0,-0.0,-0.0
5697,4.19,11.97,40.78,51.7,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,43.97,6.55,0.0,0.0,22.34,11.79,0.0,0.0,10145.28,-0.0,-0.0,-0.0
5698,4.14,12.37,44.07,59.42,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,47.76,6.55,0.0,12.39,22.34,17.68,0.0,0.0,10167.62,-0.0,-0.0,-0.0
5699,4.07,12.64,48.02,62.45,0.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,51.62,6.55,0.0,0.0,22.34,23.57,0.0,11.15,10189.95,-0.0,-0.0,-0.0
5700,4.15,12.97,51.6,61.24,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,56.91,6.55,0.0,12.39,22.34,29.47,0.0,11.15,10212.29,-0.0,-0.0,-0.0
5701,4.27,13.56,54.98,56.48,0.0,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,60.07,6.55,0.0,12.39,22.34,35.36,0.0,22.3,10234.63,-0.0,-0.0,-0.0
5702,4.34,14.04,57.38,47.35,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,63.48,6.55,0.0,12.39,22.34,41.25,-0.0,33.45,10256.97,-0.0,-0.0,-0.0
5703,4.34,14.21,58.14,34.41,0.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,26.9,0.0,63.87,6.55,0.0,12.39,22.34,47.15,0.0,44.6,10279.3,-0.0,-0.0,-0.0
5704,4.29,14.08,55.38,20.54,0.0,2.26,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,26.9,0.0,62.3,3.34,0.0,0.0,22.34,53.04,0.0,49.55,10301.64,15.53,15.53,15.53
5705,4.18,13.77,48.82,6.43,0.0,2.24,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,24.59,0.0,60.0,0.0,0.0,0.0,20.02,56.05,0.0,49.55,10323.98,15.53,15.53,15.53
5706,3.9,13.46,46.64,0.27,0.0,2.16,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,12.39,19.37,0.0,57.96,0.0,0.0,0.0,14.8,56.05,0.0,36.51,10344.0,15.53,15.53,15.53
5707,3.58,12.85,44.99,0.0,0.0,2.49,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,6.43,0.0,60.3,0.0,0.0,0.0,1.86,56.05,0.0,23.47,10358.81,15.53,15.53,15.53
5708,3.34,12.2,42.5,0.0,0.0,2.57,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.22,1.85,2.72,63.32,0.0,0.0,0.0,0.0,56.05,0.0,23.47,10360.67,15.53,15.53,15.53
5709,3.14,11.9,41.95,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,0.58,3.99,63.65,0.0,0.0,0.0,0.0,56.05,-0.0,23.24,10357.95,15.53,15.53,15.53
5710,2.85,11.27,41.61,0.0,0.0,2.37,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,-0.0,0.0,2.37,2.19,59.91,0.0,0.0,0.0,0.0,56.05,-0.0,23.24,10353.97,15.53,15.53,15.53
5711,2.62,10.37,40.85,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.14,1.42,56.88,0.0,0.0,0.0,0.0,56.05,0.0,23.24,10351.77,15.53,15.53,15.53
5712,2.39,9.83,39.43,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,5.65,0.0,51.22,0.0,0.0,0.0,1.09,56.05,-0.0,23.24,10350.35,15.53,15.53,15.53
5713,2.12,8.99,38.91,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,7.83,0.0,46.4,0.0,0.0,0.0,3.27,56.05,-0.0,23.24,10351.44,15.53,15.53,15.53
5714,2.0,8.27,37.77,0.0,0.0,1.66,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.59,0.0,40.55,0.0,0.0,0.0,6.02,56.05,-0.0,23.24,10354.7,15.53,15.53,15.53
5715,1.95,8.01,35.87,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,10.22,0.0,38.77,0.0,0.0,0.0,5.65,56.05,-0.0,23.24,10360.72,15.53,15.53,15.53
5716,1.92,7.88,34.51,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,9.44,0.0,38.32,0.0,0.0,0.0,4.88,56.05,-0.0,23.24,10366.38,15.53,15.53,15.53
